UnitID,Institution Name,year,Post-covid,Control of institution (HD2023),Carnegie Classification 2025: Institutional Classification (HD2024),Carnegie Classification 2025: Research Activity Designation (HD2024),Carnegie Classification 2025: Institutional Size (HD2024),State abbreviation (HD2022),Full-time retention rate,Percent Admitted,Admission yield,Graduation rate total cohort,Graduation rate - within 4 years total,Total 12-month unduplicated headcount,Instruction expenses per FTE,School Type,expense_group,treat,Post_2017,year_rel
206525,Wittenberg University,2015,0,2,22,NA,2,OH,75,78,10,64,59,1909,9894,SLA,Low Expenses,0,0,-2
206525,Wittenberg University,2016,0,2,22,NA,2,OH,78,72,10,68,62,2099,9701,SLA,Low Expenses,0,0,-1
206525,Wittenberg University,2017,0,2,22,NA,2,OH,72,74,9,67,61,2045,9907,SLA,Medium Expenses,0,0,0
206525,Wittenberg University,2018,0,2,22,NA,2,OH,70,91,16,62,56,1969,10044,SLA,Medium Expenses,0,1,1
206525,Wittenberg University,2019,0,2,22,NA,2,OH,70,97,14,63,58,NA,10582,SLA,Medium Expenses,0,1,2
206525,Wittenberg University,2020,0,2,22,NA,2,OH,76,92,12,63,58,1690,11452,SLA,Medium Expenses,0,1,3
206589,The College of Wooster,2014,0,2,22,NA,2,OH,89,55,18,76,70,2089,13239,SLA,Medium Expenses,0,0,-3
206589,The College of Wooster,2015,0,2,22,NA,2,OH,88,58,17,82,77,2077,13335,SLA,Medium Expenses,0,0,-2
206589,The College of Wooster,2016,0,2,22,NA,2,OH,86,56,18,76,71,2122,14018,SLA,Medium Expenses,0,0,-1
206589,The College of Wooster,2017,0,2,22,NA,2,OH,85,54,17,77,72,2154,14094,SLA,Medium Expenses,0,0,0
206589,The College of Wooster,2018,0,2,22,NA,2,OH,87,55,16,75,72,2132,14783,SLA,High Expenses,0,1,1
206589,The College of Wooster,2019,0,2,22,NA,2,OH,86,65,15,77,75,NA,16189,SLA,High Expenses,0,1,2
206589,The College of Wooster,2020,0,2,22,NA,2,OH,87,61,15,74,70,2128,16603,SLA,High Expenses,0,1,3
238333,Beloit College,2014,0,2,22,NA,2,WI,85,69,16,80,71,1410,15371,SLA,High Expenses,0,0,-3
238333,Beloit College,2015,0,2,22,NA,2,WI,88,70,14,82,70,1467,14395,SLA,High Expenses,0,0,-2
238333,Beloit College,2016,0,2,22,NA,2,WI,86,54,11,73,64,1509,14202,SLA,High Expenses,0,0,-1
238333,Beloit College,2017,0,2,22,NA,2,WI,85,56,11,86,75,1501,14241,SLA,High Expenses,0,0,0
238333,Beloit College,2018,0,2,22,NA,2,WI,78,62,11,79,72,1379,13757,SLA,Medium Expenses,0,1,1
238333,Beloit College,2019,0,2,22,NA,2,WI,79,58,10,75,68,NA,14145,SLA,High Expenses,0,1,2
238333,Beloit College,2020,0,2,22,NA,2,WI,90,67,13,78,68,1302,10644,SLA,Medium Expenses,0,1,3
238458,Carroll University,2014,0,2,18,NA,2,WI,79,94,35,61,40,4026,6015,SLA,Low Expenses,0,0,-3
238458,Carroll University,2015,0,2,18,NA,2,WI,82,72,27,59,42,3915,5883,SLA,Low Expenses,0,0,-2
238458,Carroll University,2016,0,2,18,NA,2,WI,80,71,28,63,51,3721,5971,SLA,Low Expenses,0,0,-1
238458,Carroll University,2017,0,2,18,NA,2,WI,79,69,28,66,52,3647,6717,SLA,Low Expenses,0,0,0
238458,Carroll University,2018,0,2,18,NA,2,WI,81,67,26,62,51,3678,7076,SLA,Low Expenses,0,1,1
238458,Carroll University,2019,0,2,18,NA,2,WI,83,72,24,67,56,NA,7579,SLA,Low Expenses,0,1,2
238458,Carroll University,2020,0,2,18,NA,2,WI,82,70,21,70,61,3656,7463,SLA,Low Expenses,0,1,3
238476,Carthage College,2014,0,2,15,NA,2,WI,80,70,15,61,54,3249,9053,SLA,Low Expenses,0,0,-3
238476,Carthage College,2015,0,2,15,NA,2,WI,77,70,16,59,50,3276,9508,SLA,Low Expenses,0,0,-2
238476,Carthage College,2016,0,2,15,NA,2,WI,81,68,14,63,55,3100,11607,SLA,Medium Expenses,0,0,-1
238476,Carthage College,2017,0,2,15,NA,2,WI,78,68,14,60,53,3046,10492,SLA,Medium Expenses,0,0,0
238476,Carthage College,2018,0,2,15,NA,2,WI,77,68,14,64,59,3025,9895,SLA,Low Expenses,0,1,1
238476,Carthage College,2019,0,2,15,NA,2,WI,76,77,13,66,59,NA,9876,SLA,Low Expenses,0,1,2
238476,Carthage College,2020,0,2,15,NA,2,WI,79,76,12,62,55,2927,10372,SLA,Medium Expenses,0,1,3
239017,Lawrence University,2014,0,2,22,NA,2,WI,90,68,19,80,66,1570,15289,SLA,High Expenses,0,0,-3
239017,Lawrence University,2015,0,2,22,NA,2,WI,89,63,17,76,63,1583,15827,SLA,High Expenses,0,0,-2
239017,Lawrence University,2016,0,2,22,NA,2,WI,91,61,16,79,64,1545,15139,SLA,High Expenses,0,0,-1
239017,Lawrence University,2017,0,2,22,NA,2,WI,88,62,18,80,65,1487,16435,SLA,High Expenses,0,0,0
239017,Lawrence University,2018,0,2,22,NA,2,WI,85,62,18,80,66,1474,18146,SLA,High Expenses,0,1,1
239017,Lawrence University,2019,0,2,22,NA,2,WI,87,69,18,79,62,NA,18723,SLA,High Expenses,0,1,2
239017,Lawrence University,2020,0,2,22,NA,2,WI,87,75,18,79,63,1459,19076,SLA,High Expenses,0,1,3
239512,Northland College,2014,0,2,22,NA,2,WI,66,57,26,46,41,620,9723,SLA,Low Expenses,0,0,-3
239512,Northland College,2015,0,2,22,NA,2,WI,70,54,23,58,54,597,9618,SLA,Low Expenses,0,0,-2
239512,Northland College,2016,0,2,22,NA,2,WI,77,61,19,50,45,626,11194,SLA,Medium Expenses,0,0,-1
239512,Northland College,2017,0,2,22,NA,2,WI,73,51,11,64,55,685,11848,SLA,Medium Expenses,0,0,0
239512,Northland College,2018,0,2,22,NA,2,WI,64,67,17,54,51,617,10831,SLA,Medium Expenses,0,1,1
239512,Northland College,2019,0,2,22,NA,2,WI,73,64,14,54,47,NA,9342,SLA,Low Expenses,0,1,2
239512,Northland College,2020,0,2,22,NA,2,WI,66,58,15,56,50,650,9262,SLA,Low Expenses,0,1,3
239628,Ripon College,2014,0,2,22,NA,2,WI,84,66,17,68,51,863,9719,SLA,Low Expenses,0,0,-3
239628,Ripon College,2015,0,2,22,NA,2,WI,93,65,13,69,60,810,13493,SLA,Medium Expenses,0,0,-2
239628,Ripon College,2016,0,2,22,NA,2,WI,81,68,14,68,58,813,12922,SLA,Medium Expenses,0,0,-1
239628,Ripon College,2017,0,2,22,NA,2,WI,71,69,15,68,62,774,12516,SLA,Medium Expenses,0,0,0
239628,Ripon College,2018,0,2,22,NA,2,WI,79,70,11,68,61,823,14026,SLA,Medium Expenses,0,1,1
239628,Ripon College,2019,0,2,22,NA,2,WI,78,74,13,67,58,NA,14479,SLA,High Expenses,0,1,2
239628,Ripon College,2020,0,2,22,NA,2,WI,76,80,12,67,60,828,13608,SLA,Medium Expenses,0,1,3
239716,Saint Norbert College,2014,0,2,22,NA,2,WI,84,78,20,70,63,2244,8114,SLA,Low Expenses,0,0,-3
239716,Saint Norbert College,2015,0,2,22,NA,2,WI,82,81,20,73,67,2291,9012,SLA,Low Expenses,0,0,-2
239716,Saint Norbert College,2016,0,2,22,NA,2,WI,86,79,17,73,68,2291,9314,SLA,Low Expenses,0,0,-1
239716,Saint Norbert College,2017,0,2,22,NA,2,WI,83,78,19,74,69,2249,10504,SLA,Medium Expenses,0,0,0
239716,Saint Norbert College,2018,0,2,22,NA,2,WI,83,80,20,71,66,2302,11302,SLA,Medium Expenses,0,1,1
239716,Saint Norbert College,2019,0,2,22,NA,2,WI,82,84,16,73,70,NA,10900,SLA,Medium Expenses,0,1,2
239716,Saint Norbert College,2020,0,2,22,NA,2,WI,82,85,17,73,69,2170,11129,SLA,Medium Expenses,0,1,3
240338,Wisconsin Lutheran College,2014,0,2,15,NA,2,WI,70,92,41,61,49,1507,8970,SLA,Low Expenses,0,0,-3
240338,Wisconsin Lutheran College,2015,0,2,15,NA,2,WI,75,90,38,62,44,1479,9460,SLA,Low Expenses,0,0,-2
240338,Wisconsin Lutheran College,2016,0,2,15,NA,2,WI,75,90,36,61,44,1407,8449,SLA,Low Expenses,0,0,-1
240338,Wisconsin Lutheran College,2017,0,2,15,NA,2,WI,79,80,37,67,50,1366,9319,SLA,Low Expenses,0,0,0
240338,Wisconsin Lutheran College,2018,0,2,15,NA,2,WI,79,89,32,63,43,1440,9065,SLA,Low Expenses,0,1,1
240338,Wisconsin Lutheran College,2019,0,2,15,NA,2,WI,76,96,30,59,45,NA,8731,SLA,Low Expenses,0,1,2
240338,Wisconsin Lutheran College,2020,0,2,15,NA,2,WI,77,98,21,64,51,1281,9173,SLA,Low Expenses,0,1,3
240426,University of Wisconsin-Superior,2014,0,1,20,3,2,WI,73,94,39,43,19,3181,7920,SLA,Low Expenses,0,0,-3
240426,University of Wisconsin-Superior,2015,0,1,20,3,2,WI,67,76,36,40,16,3027,8609,SLA,Low Expenses,0,0,-2
240426,University of Wisconsin-Superior,2016,0,1,20,3,2,WI,68,76,37,43,22,3040,9265,SLA,Low Expenses,0,0,-1
240426,University of Wisconsin-Superior,2017,0,1,20,3,2,WI,72,78,36,43,24,3168,8015,SLA,Low Expenses,0,0,0
240426,University of Wisconsin-Superior,2018,0,1,20,3,2,WI,70,82,34,36,18,3181,8143,SLA,Low Expenses,0,1,1
240426,University of Wisconsin-Superior,2019,0,1,20,3,2,WI,64,86,30,48,27,NA,8659,SLA,Low Expenses,0,1,2
240426,University of Wisconsin-Superior,2020,0,1,20,3,2,WI,65,76,25,43,29,3171,8741,SLA,Low Expenses,0,1,3
240444,University of Wisconsin-Madison,2014,0,1,6,1,5,WI,95,58,39,84,55,46283,14367,LRI,High Expenses,1,0,-3
240444,University of Wisconsin-Madison,2015,0,1,6,1,5,WI,96,53,37,85,56,45931,15121,LRI,High Expenses,1,0,-2
240444,University of Wisconsin-Madison,2016,0,1,6,1,5,WI,95,54,35,85,56,46350,16648,LRI,High Expenses,1,0,-1
240444,University of Wisconsin-Madison,2017,0,1,6,1,5,WI,95,52,31,87,60,46827,15681,LRI,High Expenses,1,0,0
240444,University of Wisconsin-Madison,2018,0,1,6,1,5,WI,95,54,32,87,61,47392,15500,LRI,High Expenses,1,1,1
240444,University of Wisconsin-Madison,2019,0,1,6,1,5,WI,95,57,28,88,62,NA,16766,LRI,High Expenses,1,1,2
240444,University of Wisconsin-Madison,2020,0,1,6,1,5,WI,95,60,26,88,66,47831,17029,LRI,High Expenses,1,1,3
240453,University of Wisconsin-Milwaukee,2014,0,1,6,1,4,WI,70,86,44,44,14,32423,8619,LRI,Low Expenses,1,0,-3
240453,University of Wisconsin-Milwaukee,2015,0,1,6,1,4,WI,72,73,43,41,14,31328,8829,LRI,Low Expenses,1,0,-2
240453,University of Wisconsin-Milwaukee,2016,0,1,6,1,4,WI,72,72,44,40,14,30031,9253,LRI,Low Expenses,1,0,-1
240453,University of Wisconsin-Milwaukee,2017,0,1,6,1,4,WI,74,74,46,41,15,28921,9036,LRI,Low Expenses,1,0,0
240453,University of Wisconsin-Milwaukee,2018,0,1,6,1,4,WI,73,77,44,44,18,31363,8644,LRI,Low Expenses,1,1,1
240453,University of Wisconsin-Milwaukee,2019,0,1,6,1,4,WI,76,79,38,44,19,NA,8796,LRI,Low Expenses,1,1,2
240453,University of Wisconsin-Milwaukee,2020,0,1,6,1,4,WI,75,89,25,46,21,30081,8496,LRI,Low Expenses,1,1,3
243780,Purdue University-Main Campus,2014,0,1,6,1,5,IN,92,59,26,73,45,42779,16568,LRI,High Expenses,1,0,-3
243780,Purdue University-Main Campus,2015,0,1,6,1,5,IN,92,56,27,75,47,43161,15821,LRI,High Expenses,1,0,-2
243780,Purdue University-Main Campus,2016,0,1,6,1,5,IN,91,57,27,76,49,44190,17968,LRI,High Expenses,1,0,-1
243780,Purdue University-Main Campus,2017,0,1,6,1,5,IN,91,58,27,78,51,45685,19065,LRI,High Expenses,1,0,0
243780,Purdue University-Main Campus,2018,0,1,6,1,5,IN,92,60,25,81,55,47412,19269,LRI,High Expenses,1,1,1
243780,Purdue University-Main Campus,2019,0,1,6,1,5,IN,91,67,23,82,58,NA,18762,LRI,High Expenses,1,1,2
243780,Purdue University-Main Campus,2020,0,1,6,1,5,IN,93,69,25,83,60,49027,18311,LRI,High Expenses,1,1,3
245892,Antioch University,2014,0,2,8,NA,2,OH,NA,NA,NA,NA,NA,314,12417,SLA,Medium Expenses,0,0,-3
245892,Antioch University,2015,0,2,8,NA,2,OH,NA,NA,NA,NA,NA,264,17585,SLA,High Expenses,0,0,-2
245892,Antioch University,2016,0,2,8,NA,2,OH,NA,NA,NA,NA,NA,239,22392,SLA,High Expenses,0,0,-1
245892,Antioch University,2017,0,2,8,NA,2,OH,NA,NA,NA,NA,NA,209,23572,SLA,High Expenses,0,0,0
245892,Antioch University,2018,0,2,8,NA,2,OH,NA,NA,NA,NA,NA,176,24618,SLA,High Expenses,0,1,1
245892,Antioch University,2019,0,2,8,NA,2,OH,NA,NA,NA,NA,NA,NA,6055,SLA,Low Expenses,0,1,2
245892,Antioch University,2020,0,2,8,NA,2,OH,NA,NA,NA,NA,NA,66,8928,SLA,Low Expenses,0,1,3
